Fecha de Operación,Fecha,Referencia,Descripcion,Cod. Transac,Sucursal,Depósitos,Retiros,Saldo,Movimiento,Descripción Detallada
28/02/2015,02/03/2015,0,DEP.EFECTIVO 108204051,0,188,"$2,272.00",,"$179,783.86",7824,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 1209130556,0,1536,"$1,368.50",,"$181,152.36",7825,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 1209130493,0,1536,"$1,594.50",,"$182,746.86",7826,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 133448053,0,2460,"$3,189.50",,"$185,936.36",7827,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 13807059,0,2605,"$4,158.00",,"$190,094.36",7828,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 111024058,0,1490,"$1,482.00",,"$191,576.36",7829,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 96901056,0,2043,"$2,084.50",,"$193,660.86",7830,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 116501057,0,1424,"$2,691.00",,"$196,351.86",7831,
28/02/2015,02/03/2015,0,DEP.EFECTIVO 117513054,0,1566,"$3,290.50",,"$199,642.36",7832,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 122701065,0,2325,$638.50,,"$200,280.86",7833,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 122701073,0,2325,$927.50,,"$201,208.36",7834,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 122701057,0,2325,"$1,905.50",,"$203,113.86",7835,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 13807067,0,2605,"$2,169.50",,"$205,283.36",7836,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 138070705,0,2605,"$1,282.50",,"$206,565.86",7837,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133448079,0,2460,$774.00,,"$207,339.86",7838,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133448061,0,2460,"$2,640.50",,"$209,980.36",7839,
02/03/2015,02/03/2015,200,TRASPASO A CUENTA PROPIA,790,8846,,"$209,980.35",$0.01,7840,"IVA:00000000.00 , A LA CUENTA 0136679699, 200 AL R.F.C. FTI9211036K2"
02/03/2015,02/03/2015,0,DEP.EFECTIVO 120501057,0,2325,"$2,618.50",,"$2,618.51",7841,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 120501065,0,2325,"$2,903.50",,"$5,522.01",7842,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 094301057,0,1938,"$2,865.00",,"$8,387.01",7843,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 120501073,0,2325,"$1,557.00",,"$9,944.01",7844,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 094301065,0,1938,"$2,926.30",,"$12,870.31",7845,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 094301073,0,1938,"$1,556.50",,"$14,426.81",7846,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121201050,0,275,"$1,901.50",,"$16,328.31",7847,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121201068,0,275,"$1,327.80",,"$17,656.11",7848,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121201076,0,275,$540.00,,"$18,196.11",7849,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102101063,0,706,"$2,683.40",,"$20,879.51",7850,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102101055,0,706,"$3,202.00",,"$24,081.51",7851,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 141601057,0,1938,"$1,895.00",,"$25,976.51",7852,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102101071,0,706,"$1,162.50",,"$27,139.01",7853,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 141601073,0,1938,"$1,064.50",,"$28,203.51",7854,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 141601065,0,1938,"$1,134.00",,"$29,337.51",7855,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 041201057,0,2325,"$4,220.00",,"$33,557.51",7856,
02/03/2015,02/03/2015,0,DEP.EFECTIVO,0,2325,"$4,058.00",,"$37,615.51",7857,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 041201073,0,2325,"$1,524.50",,"$39,140.01",7858,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 110501057,0,8014,"$3,961.50",,"$43,101.51",7859,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 110501065,0,8014,"$2,465.50",,"$45,567.01",7860,
02/03/2015,02/03/2015,0,ANUL.DEP.EFECTIVO,501,2325,,"$4,058.00","$41,509.01",7861,
02/03/2015,02/03/2015,0,DEP.EFECTIVO,0,2325,"$4,058.00",,"$45,567.01",7862,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 110501073,0,8014,"$1,017.50",,"$46,584.51",7863,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 126301073,0,464,"$3,491.00",,"$50,075.51",7864,
02/03/2015,02/03/2015,0,ANUL.DEP.EFECTIVO,501,2325,,"$4,058.00","$46,017.51",7865,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 041201065,0,2325,"$4,058.00",,"$50,075.51",7866,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 126301065,0,464,"$2,431.00",,"$52,506.51",7867,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 126301057,0,464,"$2,374.50",,"$54,881.01",7868,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 111501055,0,2290,"$3,499.10",,"$58,380.11",7869,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 111501063,0,2290,"$3,116.40",,"$61,496.51",7870,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 131801071,0,2102,"$2,449.50",,"$63,946.01",7871,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 131801063,0,2102,"$4,457.50",,"$68,403.51",7872,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 131801055,0,2102,"$4,389.50",,"$72,793.01",7873,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117101074,0,700,"$1,540.50",,"$74,333.51",7874,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 108204069,0,188,"$2,706.50",,"$77,040.01",7875,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117101066,0,700,"$2,803.50",,"$79,843.51",7876,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 108204077,0,188,"$1,067.50",,"$80,911.01",7877,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117101058,0,700,"$2,775.10",,"$83,686.11",7878,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 107701065,0,2113,"$2,321.00",,"$86,007.11",7879,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 107701057,0,2113,"$1,336.00",,"$87,343.11",7880,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117901077,0,2067,"$1,023.00",,"$88,366.11",7881,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 107701073,0,2113,"$3,498.00",,"$91,864.11",7882,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117901051,0,2067,"$1,488.50",,"$93,352.61",7883,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 111024066,0,2605,$588.07,,"$93,940.68",7884,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117901069,0,2067,"$1,956.50",,"$95,897.18",7885,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 111024074,0,2605,$866.50,,"$96,763.68",7886,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 123501077,0,2104,"$1,531.50",,"$98,295.18",7887,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 123501069,0,2104,"$1,648.00",,"$99,943.18",7888,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 123501051,0,2104,"$1,008.50",,"$100,951.68",7889,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124901052,0,2104,"$3,235.00",,"$104,186.68",7890,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124901078,0,2104,"$1,808.00",,"$105,994.68",7891,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124901060,0,2104,"$2,349.00",,"$108,343.68",7892,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1209130619,0,1536,"$1,397.00",,"$109,740.68",7893,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1209130779,0,1536,"$1,418.50",,"$111,159.18",7894,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102914077,0,8015,"$2,041.50",,"$113,200.68",7895,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102914051,0,8015,"$1,298.50",,"$114,499.18",7896,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102914069,0,8015,"$1,033.58",,"$115,532.76",7897,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 141001076,0,2009,"$1,389.00",,"$116,921.76",7898,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 141001050,0,2009,"$1,908.00",,"$118,829.76",7899,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 141001068,0,2009,"$2,078.50",,"$120,908.26",7900,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117513062,0,1508,"$3,879.00",,"$124,787.26",7901,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117513062,0,1508,"$2,273.00",,"$127,060.26",7902,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 123601075,0,2306,$754.50,,"$127,814.76",7903,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 123601067,0,2306,"$1,005.20",,"$128,819.96",7904,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 123601059,0,2306,$447.50,,"$129,267.46",7905,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 116501073,0,1424,"$1,489.00",,"$130,756.46",7906,
02/03/2015,02/03/2015,0,DEP.EFECTIVO,0,1424,"$4,452.00",,"$135,208.46",7907,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1282030639,0,3190,"$1,006.50",,"$136,214.96",7908,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1282030799,0,3190,"$1,650.50",,"$137,865.46",7909,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124601066,0,116,"$4,344.00",,"$142,209.46",7910,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1282030576,0,3190,$985.00,,"$143,194.46",7911,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124601074,0,116,"$1,468.50",,"$144,662.96",7912,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124601058,0,116,"$3,860.50",,"$148,523.46",7913,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 115901053,0,8013,"$2,280.00",,"$150,803.46",7914,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 115901061,0,8013,$675.50,,"$151,478.96",7915,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 99213053,0,648,"$3,479.00",,"$154,957.96",7916,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 99213061,0,648,"$2,181.50",,"$157,139.46",7917,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 99213079,0,648,"$1,618.00",,"$158,757.46",7918,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 33402074,0,52,"$1,770.30",,"$160,527.76",7919,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 113201050,0,1189,"$2,138.00",,"$162,665.76",7920,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 137001056,0,451,"$1,389.50",,"$164,055.26",7921,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 33402058,0,52,"$2,530.00",,"$166,585.26",7922,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 113201068,0,1189,"$3,801.00",,"$170,386.26",7923,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 137001064,0,451,$721.50,,"$171,107.76",7924,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 33402066,0,52,"$4,307.00",,"$175,414.76",7925,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 113201076,0,1189,"$2,103.50",,"$177,518.26",7926,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 137001072,0,451,$354.50,,"$177,872.76",7927,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 118701073,0,2314,"$2,502.50",,"$180,375.26",7928,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 118701065,0,2314,"$2,415.68",,"$182,790.94",7929,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 118701057,0,2314,"$3,191.00",,"$185,981.94",7930,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 11240107,0,8701,$856.50,,"$186,838.44",7931,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 098301073,0,2314,"$3,216.00",,"$190,054.44",7932,
02/03/2015,02/03/2015,0,ANUL.DEP.EFECTIVO,501,1424,,"$4,452.00","$185,602.44",7933,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 112401065,0,8701,$888.30,,"$186,490.74",7934,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 098301057,0,2314,"$3,661.00",,"$190,151.74",7935,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 116501065,0,1424,"$4,452.00",,"$194,603.74",7936,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 112401057,0,8701,"$1,055.50",,"$195,659.24",7937,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 098301065,0,2314,"$3,759.44",,"$199,418.68",7938,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 34602052,0,52,"$2,409.90",,"$201,828.58",7939,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 34602060,0,52,"$1,179.10",,"$203,007.68",7940,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 34602078,0,52,"$1,101.00",,"$204,108.68",7941,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 92508079,0,3630,"$4,417.00",,"$208,525.68",7942,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 92508053,0,3630,"$6,466.00",,"$214,991.68",7943,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 35102052,0,52,"$2,259.00",,"$217,250.68",7944,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 92508061,0,3630,"$4,476.45",,"$221,727.13",7945,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 35102060,0,52,"$2,363.03",,"$224,090.16",7946,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 35102078,0,52,"$2,422.50",,"$226,512.66",7947,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119101057,0,2126,"$1,764.00",,"$228,276.66",7948,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119101073,0,2126,"$1,131.50",,"$229,408.16",7949,
02/03/2015,03/03/2015,0,CHQ.LOCAL 016321 35102052,6,52,$130.00,,"$229,538.16",7950,BCO :0044 CTA. 0014504659449 NO.CHEQUE 0000016321
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119101065,0,2126,"$2,016.00",,"$231,554.16",7951,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 98001038,0,1477,"$2,861.00",,"$234,415.16",7952,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 98001053,0,1477,"$2,481.00",,"$236,896.16",7953,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 98001020,0,1477,"$2,058.50",,"$238,954.66",7954,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 98001046,0,1477,"$2,430.50",,"$241,385.16",7955,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 98001012,0,1477,"$2,312.50",,"$243,697.66",7956,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 98001061,0,1477,"$1,949.50",,"$245,647.16",7957,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121701059,0,831,$957.00,,"$246,604.16",7958,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121701067,0,831,$317.25,,"$246,921.41",7959,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121701075,0,831,"$1,076.00",,"$247,997.41",7960,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124301071,0,1474,"$2,303.00",,"$250,300.41",7961,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 099301024,0,688,$20.00,,"$250,320.41",7962,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124301063,0,1474,"$2,515.50",,"$252,835.91",7963,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 124301055,0,1474,"$2,155.00",,"$254,990.91",7964,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 104901072,0,463,"$1,452.00",,"$256,442.91",7965,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133301070,0,3,"$1,528.50",,"$257,971.41",7966,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102210054,0,8114,"$2,824.50",,"$260,795.91",7967,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 104901056,0,463,"$2,938.50",,"$263,734.41",7968,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133301062,0,3,"$2,071.50",,"$265,805.91",7969,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 104901064,0,463,"$2,123.50",,"$267,929.41",7970,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102210070,0,8114,$959.50,,"$268,888.91",7971,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133301054,0,3,"$1,283.50",,"$270,172.41",7972,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 102210062,0,8114,"$2,884.00",,"$273,056.41",7973,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119301073,0,1508,$967.00,,"$274,023.41",7974,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119301065,0,1508,"$3,021.10",,"$277,044.51",7975,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133201056,0,2183,"$2,189.50",,"$279,234.01",7976,
02/03/2015,02/03/2015,0,DEP.EFECTIVO,0,1508,$902.50,,"$280,136.51",7977,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133201064,0,2183,$689.00,,"$280,825.51",7978,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 133201072,0,2183,$718.50,,"$281,544.01",7979,
02/03/2015,02/03/2015,0,ANUL.DEP.EFECTIVO,501,1508,,$902.50,"$280,641.51",7980,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119301057,0,1508,$902.50,,"$281,544.01",7981,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1114130550,0,1974,"$2,399.50",,"$283,943.51",7982,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 106414074,0,8014,"$1,408.00",,"$285,351.51",7983,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1114130487,0,1974,"$2,825.50",,"$288,177.01",7984,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1114130613,0,1974,"$2,358.00",,"$290,535.01",7985,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 106414058,0,8014,"$2,948.00",,"$293,483.01",7986,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1114130773,0,1974,"$2,980.50",,"$296,463.51",7987,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 106414066,0,8014,"$3,820.00",,"$300,283.51",7988,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1145300744,0,2552,"$1,246.50",,"$301,530.01",7989,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1145300681,0,2552,"$1,272.36",,"$302,802.37",7990,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1145300521,0,2552,"$2,116.50",,"$304,918.87",7991,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 099101015,0,2162,"$4,346.50",,"$309,265.37",7992,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 099101013,0,2162,"$1,671.00",,"$310,936.37",7993,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 099101017,0,2162,"$3,376.00",,"$314,312.37",7994,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 91402050,0,727,"$1,689.10",,"$316,001.47",7995,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 91402068,0,727,$267.20,,"$316,268.67",7996,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 093001057,0,691,"$4,276.50",,"$320,545.17",7997,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 129201017,0,295,"$1,614.50",,"$322,159.67",7998,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 91402076,0,727,"$2,734.60",,"$324,894.27",7999,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 129201013,0,295,"$1,497.50",,"$326,391.77",8000,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 093001065,0,691,"$3,858.50",,"$330,250.27",8001,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 129201015,0,295,"$3,009.00",,"$333,259.27",8002,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 093001073,0,691,"$3,417.50",,"$336,676.77",8003,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 95401057,0,295,"$1,195.50",,"$337,872.27",8004,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 96901064,0,2043,"$3,278.50",,"$341,150.77",8005,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 095401065,0,295,"$2,122.50",,"$343,273.27",8006,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 96901072,0,2043,"$2,334.50",,"$345,607.77",8007,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 095401073,0,295,"$1,067.00",,"$346,674.77",8008,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 101333063,0,3682,"$1,909.05",,"$348,583.82",8009,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119613050,0,7726,"$1,282.75",,"$349,866.57",8010,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 101333055,0,3682,"$4,062.50",,"$353,929.07",8011,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 122201015,0,2069,"$2,214.00",,"$356,143.07",8012,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121801057,0,2162,"$1,398.00",,"$357,541.07",8013,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 119613068,0,7726,"$2,444.50",,"$359,985.57",8014,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 101333071,0,3682,"$2,578.50",,"$362,564.07",8015,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 104727060,0,3705,"$1,992.50",,"$364,556.57",8016,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 122201017,0,2069,"$1,768.00",,"$366,324.57",8017,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121801065,0,2162,$799.54,,"$367,124.11",8018,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 104727052,0,3705,"$3,085.50",,"$370,209.61",8019,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 122201013,0,2069,"$2,634.00",,"$372,843.61",8020,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 121801073,0,2162,$797.00,,"$373,640.61",8021,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 104727078,0,3705,"$1,486.00",,"$375,126.61",8022,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1000300503,0,2552,"$1,565.00",,"$376,691.61",8023,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1000300663,0,2552,"$1,506.56",,"$378,198.17",8024,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1000300726,0,2552,"$1,392.50",,"$379,590.67",8025,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117001050,0,274,"$2,920.00",,"$382,510.67",8026,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117001068,0,274,"$1,801.50",,"$384,312.17",8027,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117001076,0,274,$483.50,,"$384,795.67",8028,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 131013065,0,20,"$2,177.50",,"$386,973.17",8029,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 131013057,0,20,"$2,023.00",,"$388,996.17",8030,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 131013073,0,20,"$1,091.00",,"$390,087.17",8031,
02/03/2015,02/03/2015,0,DEPOSITO DE CUENTA DE TERCEROS,0,4253,$854.10,,"$390,941.27",8032,"DEPOSITO EFECTIVO OFICINA TELECOMM 30035, REFERENCIA CLIENTE 0000000000"
02/03/2015,02/03/2015,0,DEPOSITO DE CUENTA DE TERCEROS,0,4253,"$1,146.00",,"$392,087.27",8033,"DEPOSITO EFECTIVO OFICINA TELECOMM 30035, REFERENCIA CLIENTE 0000000000"
02/03/2015,02/03/2015,0,DEP.EFECTIVO 137601013,0,1470,"$4,652.50",,"$396,739.77",8034,
02/03/2015,02/03/2015,0,DEPOSITO DE CUENTA DE TERCEROS,0,4253,"$1,658.90",,"$398,398.67",8035,"DEPOSITO EFECTIVO OFICINA TELECOMM 30035, REFERENCIA CLIENTE 0000000000"
02/03/2015,02/03/2015,0,DEP.EFECTIVO 137601017,0,1470,"$5,743.00",,"$404,141.67",8036,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 137601015,0,1470,"$4,343.70",,"$408,485.37",8037,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 150401057,0,2043,"$3,334.00",,"$411,819.37",8038,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 150401073,0,2043,$987.50,,"$412,806.87",8039,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 150401065,0,2043,"$1,537.00",,"$414,343.87",8040,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1090100590,0,8113,"$3,830.40",,"$418,174.27",8041,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1090100653,0,8113,"$3,513.50",,"$421,687.77",8042,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1090100716,0,8113,"$1,912.50",,"$423,600.27",8043,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 13160107,0,2162,"$1,881.50",,"$425,481.77",8044,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 13160105,0,2162,"$3,073.50",,"$428,555.27",8045,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1133010519,0,2043,"$3,981.00",,"$432,536.27",8046,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1133010679,0,2043,"$2,447.50",,"$434,983.77",8047,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 13160106,0,2162,"$3,160.00",,"$438,143.77",8048,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 1133010742,0,2043,"$3,854.50",,"$441,998.27",8049,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 111501071,0,2290,"$2,808.00",,"$444,806.27",8050,
02/03/2015,02/03/2015,0,ANUL.DEP.EFECTIVO 11751,501,1508,,"$2,273.00","$442,533.27",8051,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 117513070,0,1508,"$2,273.00",,"$444,806.27",8052,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 103409051,0,7450,"$1,749.60",,"$446,555.87",8053,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 103409069,0,7450,$868.01,,"$447,423.88",8054,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 103409077,0,7450,$563.00,,"$447,986.88",8055,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 108301057,0,3682,"$3,685.50",,"$451,672.38",8056,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 108301065,0,3682,$734.10,,"$452,406.48",8057,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 108301073,0,3682,"$1,097.00",,"$453,503.48",8058,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 96824050,0,1490,"$3,123.00",,"$456,626.48",8059,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 96824068,0,1490,"$3,613.00",,"$460,239.48",8060,
02/03/2015,02/03/2015,0,DEP.EFECTIVO 96824076,0,1490,"$1,298.00",,"$461,537.48",8061,
