11||289||30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||291||100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||296||49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||317||30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||321||18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||329||773                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||330||268                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||331||230                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||337||9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
11||338||15.0862                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11||339||9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
11||371||10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||372||13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||373||14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||378||100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||381||30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||382||11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||383||14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||384||13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||388||245                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||389||599                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||390||392                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||391||667                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||392||749                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||393||1275                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
11||395||539                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||396||873                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||397||871                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||398||313                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||399||1435                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
11||400||502                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||401||791                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||402||1209                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
11||403||498                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||404||322                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||405||298                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||406||432                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||407||999                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||408||629                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||409||921                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||410||478                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||411||392                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||413||478                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||414||601                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||415||825                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
