75||0000000019957||000000||1||0
75||0000000019565||000000||1||0
75||0000000020176||000000||1||0
75||0000000019595||000000||1||0
75||0000000019605||000000||1||0
75||0000000020388||000000||1||0
75||0000000020328||000000||1||0
75||0000000020468||000000||1||0
75||0000000020413||000000||1||0
75||0000000019909||000000||1||0
75||0000000019625||000000||1||0
75||0000000020190||000000||1||0
75||0000000019832||000000||1||0
75||0000000020401||000000||1||0
75||0000000019939||000000||1||0
75||0000000020405||000000||1||0
75||0000000019984||000000||1||0
75||0000000020008||000000||1||0
75||0000000020241||000000||1||0
75||0000000019851||000000||1||0
75||0000000020420||000000||1||0
75||0000000020040||000000||1||0
75||0000000020254||000000||1||0
75||0000000020380||000000||1||0
75||0000000020045||000000||1||0
75||0000000020258||000000||1||0
75||0000000019769||000000||1||0
75||0000000019712||000000||1||0
75||0000000020347||000000||1||0
75||0000000019497||000000||1||0
75||0000000019627||000000||1||0
75||0000000020057||000000||1||0
75||0000000009257||000000||1||0
75||0000000019672||000000||1||0
75||0000000020079||000000||1||0
75||0000000019875||000000||1||0
75||0000000019639||000000||1||0
75||0000000019569||000000||1||0
75||0000000020033||000000||1||0
75||0000000019596||000000||1||0
75||0000000020054||000000||1||0
75||0000000019607||000000||1||0
75||0000000020331||000000||1||0
75||0000000020105||000000||1||0
75||0000000019700||000000||1||0
75||0000000020414||000000||1||0
75||0000000019949||000000||1||0
75||0000000019574||000000||1||0
75||0000000019752||000000||1||0
75||0000000020365||000000||1||0
75||0000000020272||000000||1||0
75||0000000019996||000000||1||0
75||0000000020043||000000||1||0
75||0000000020124||000000||1||0
75||0000000019799||000000||1||0
75||0000000020297||000000||1||0
75||0000000020182||000000||1||0
75||0000000019767||000000||1||0
75||0000000019731||000000||1||0
75||0000000019501||000000||1||0
75||0000000019705||000000||1||0
75||0000000019544||000000||1||0
75||0000000019779||000000||1||0
75||0000000020034||000000||1||0
75||0000000019782||000000||1||0
75||0000000020021||000000||1||0
75||0000000019759||000000||1||0
75||0000000019931||000000||1||0
75||0000000019563||000000||1||0
75||0000000020032||000000||1||0
75||0000000019550||000000||1||0
75||0000000019604||000000||1||0
75||0000000019598||000000||1||0
75||0000000019713||000000||1||0
75||0000000020035||000000||1||0
75||0000000020019||000000||1||0
75||0000000019689||000000||1||0
75||0000000020028||000000||1||0
75||0000000020238||000000||1||0
75||0000000020421||000000||1||0
75||0000000020092||000000||1||0
75||0000000019573||000000||1||0
75||0000000019566||000000||1||0
75||0000000019657||000000||1||0
75||0000000020308||000000||1||0
75||0000000005979||000000||1||0
75||0000000020020||000000||1||0
75||0000000020011||000000||1||0
75||0000000019871||000000||1||0
75||0000000019645||000000||1||0
75||0000000019633||000000||1||0
