5|102|80424|+|01|6|00000005400|V
5|102|75016784|+|01|2|00000003600|V
5|102|656599010021|+|01|4|00000019800|V
5|102|656599040493|+|01|4|00000012600|V
5|102|670079000616|+|01|1|00000007550|V
5|102|670079002887|+|01|2|00000011115|V
5|102|725742760523|+|01|2|00000010800|V
5|102|725742761971|+|01|1|00000003600|V
5|102|780083146894|+|01|8|00000028800|V
5|102|780083146900|+|01|3|00000017250|V
5|102|785118752590|+|01|1|00000005400|V
5|102|821998000373|+|01|1|00000004365|V
5|102|821998000564|+|01|1|00000004860|V
5|102|873360000337|+|01|2|00000004000|V
5|102|873360000733|+|01|1|00000001550|V
5|102|7501048696802|+|01|1|00000002050|V
5|102|7501052719313|+|01|1|00000002250|V
5|102|7501055403394|+|01|2|00000003300|V
5|102|7501075713176|+|01|1|00000001150|V
5|102|7501075713718|+|01|2|00000003600|V
5|102|7501075717075|+|01|3|00000018900|V
5|102|7501075717914|+|01|1|00000002250|V
5|102|7501075718546|+|01|1|00000004050|V
5|102|7501075718706|+|01|1|00000007200|V
5|102|7501125155130|+|01|3|00000035100|V
5|102|7501128113120|+|01|16|00000003200|V
5|102|7501128113137|+|01|6|00000000900|V
5|102|7501128113236|+|01|1|00000000200|V
5|102|7501128119436|+|01|18|00000004500|V
5|102|7501251600344|+|01|1|00000004500|V
5|102|7501251600412|+|01|3|00000008700|V
5|102|7501251601037|+|01|2|00000005700|V
5|102|7501251601051|+|01|1|00000002700|V
5|102|7501251601563|+|01|2|00000008000|V
5|102|7501277078325|+|01|2|00000004300|V
5|102|7501277084036|+|01|3|00000035100|V
5|102|7501349011601|+|01|2|00000003100|V
5|102|7501349011625|+|01|5|00000007750|V
5|102|7501349011649|+|01|3|00000004650|V
5|102|7501349020115|+|01|1|00000001100|V
5|102|7501380700564|+|01|3|00000003600|V
5|102|7501380701035|+|01|1|00000000750|V
5|102|7501380709017|+|01|7|00000003500|V
5|102|7501380709031|+|01|2|00000002000|V
5|102|7501471888034|+|01|1|00000006300|V
5|102|7501472600031|+|01|2|00000005400|V
5|102|7501472600086|+|01|3|00000009000|V
5|102|7501513030087|+|01|3|00000007350|V
5|102|7501537100476|+|01|1|00000001050|V
5|102|7501537102388|+|01|1|00000001350|V
5|102|7501537165468|+|01|2|00000007695|V
5|102|7501563380118|+|01|7|00000009450|V
5|102|7501571200057|+|01|1|00000001300|V
5|102|7501571200101|+|01|35|00000026025|V
5|102|7501571200125|+|01|1|00000001650|V
5|102|7501571200194|+|01|2|00000005000|V
5|102|7501571200231|+|01|1|00000001250|V
5|102|7501571200507|+|01|4|00000012600|V
5|102|7501571200552|+|01|14|00000006950|V
5|102|7501571200569|+|01|2|00000004500|V
5|102|7501571200583|+|01|2|00000001200|V
5|102|7501571200590|+|01|3|00000005400|V
5|102|7501571200606|+|01|2|00000001300|V
5|102|7501571200675|+|01|2|00000002430|V
5|102|7501571200835|+|01|2|00000004800|V
5|102|7501571200859|+|01|3|00000003750|V
5|102|7501571201023|+|01|3|00000010500|V
5|102|7501571201160|+|01|7|00000008050|V
5|102|7501571201184|+|01|5|00000006750|V
5|102|7501571201221|+|01|2|00000010260|V
5|102|7501571201467|+|01|8|00000017550|V
5|102|7501571201474|+|01|6|00000010800|V
5|102|7501571201498|+|01|2|00000002600|V
5|102|7501571201511|+|01|3|00000004200|V
5|102|7501571201573|+|01|6|00000005400|V
5|102|7501571201771|+|01|1|00000002050|V
5|102|7501571201788|+|01|2|00000005130|V
5|102|7501571201863|+|01|3|00000006750|V
5|102|7501571201887|+|01|1|00000001800|V
5|102|7501571201924|+|01|3|00000008100|V
5|102|7501571201955|+|01|3|00000017550|V
5|102|7501571202211|+|01|1|00000010800|V
5|102|7501571202396|+|01|1|00000004500|V
5|102|7501573900146|+|01|1|00000000900|V
5|102|7501573900498|+|01|1|00000001800|V
5|102|7501580001599|+|01|8|00000010800|V
5|102|7501672690115|+|01|1|00000003000|V
5|102|7501672690184|+|01|3|00000002400|V
5|102|7501752514218|+|01|1|00000002350|V
5|102|7501825300069|+|01|3|00000055160|V
5|102|7501825300946|+|01|1|00000006450|V
5|102|7501825301967|+|01|2|00000007200|V
5|102|7501825302704|+|01|1|00000024210|V
5|102|7501836000040|+|01|2|00000007200|V
5|102|7501836000392|+|01|2|00000005400|V
5|102|7501836009586|+|01|2|00000004700|V
5|102|7501836009661|+|01|3|00000008100|V
5|102|7501842900709|+|01|4|00000018000|V
5|102|7501842952890|+|01|2|00000004000|V
5|102|7502005861028|+|01|1|00000002150|V
5|102|7502009741487|+|01|2|00000008100|V
5|102|7502010840193|+|01|1|00000004500|V
5|102|7502208892355|+|01|5|00000003360|V
5|102|7502211780359|+|01|1|00000001900|V
5|102|7502211784272|+|01|1|00000007650|V
5|102|7502213040031|+|01|1|00000007200|V
5|102|7502213040116|+|01|1|00000003400|V
5|102|7502213040321|+|01|2|00000004100|V
5|102|7502213040475|+|01|2|00000023370|V
5|102|7502213041038|+|01|1|00000004500|V
5|102|7502213041090|+|01|1|00000012150|V
5|102|7502213041106|+|01|1|00000017100|V
5|102|7502213048563|+|01|5|00000022500|V
5|102|7502216790889|+|01|1|00000003150|V
5|102|7502216793187|+|01|1|00000003150|V
5|102|7502216793279|+|01|2|00000025650|V
5|102|7502216793484|+|01|8|00000036800|V
5|102|7502216796829|+|01|1|00000012500|V
5|102|7503000997583|+|01|1|00000003150|V
5|102|7503000998221|+|01|1|00000006390|V
5|102|7503001007250|+|01|4|00000033345|V
5|102|7503003134664|+|01|5|00000010125|V
5|102|7503008434387|+|01|1|00000006750|V
5|102|7503008434448|+|01|2|00000008300|V
5|102|7503017154412|+|01|1|00000002000|V
5|102|7503181042072|+|01|1|00000006480|V
5|102|7503181043451|+|01|1|00000004500|V
5|102|7506230700015|+|01|4|00000007200|V
5|102|7506230700022|+|01|1|00000001800|V
5|103|664|+|01|69|00000034500|V
5|103|680|+|01|785|00000343995|V
5|103|681|+|01|19|00000000735|V
5|103|10725|+|01|48|00000009600|V
5|103|75006433|+|01|3|00000007200|V
5|103|75006617|+|01|1|00000010300|V
5|103|75014032|+|01|4|00000018400|V
5|103|75016951|+|01|4|00000041040|V
5|103|75024659|+|01|1|00000002300|V
5|103|75025939|+|01|1|00000003200|V
5|103|75026226|+|01|1|00000006300|V
5|103|75027551|+|01|5|00000017000|V
5|103|75030100|+|01|1|00000001500|V
5|103|75030131|+|01|1|00000001500|V
5|103|75035211|+|01|1|00000003400|V
5|103|75035778|+|01|1|00000003200|V
5|103|75038960|+|01|2|00000006400|V
5|103|75038977|+|01|1|00000003200|V
5|103|75916565|+|01|22|00000029722|V
5|103|78004498|+|01|1|00000003400|V
5|103|78924338|+|01|3|00000006600|V
5|103|78924345|+|01|1|00000002200|V
5|103|7501630203|+|01|1|00000005500|V
5|103|8400000040|+|01|1|00000007600|V
5|103|8400000156|+|01|1|00000006000|V
5|103|8400000446|+|01|1|00000016500|V
5|103|8400000774|+|01|2|00000027400|V
5|103|8400001313|+|01|1|00000003500|V
5|103|8400001337|+|01|1|00000004900|V
5|103|8400002198|+|01|2|00000009000|V
5|103|8400004574|+|01|3|00000054600|V
5|103|11111301702|+|01|2|00000002800|V
5|103|20800600330|+|01|7|00000023800|V
5|103|20800722452|+|01|3|00000011300|V
5|103|20800722469|+|01|1|00000003600|V
5|103|20800753050|+|01|1|00000005000|V
5|103|20800753067|+|01|2|00000006600|V
5|103|20800755719|+|01|2|00000008800|V
5|103|20800756440|+|01|3|00000009900|V
5|103|20800790253|+|01|3|00000035100|V
5|103|21331787224|+|01|1|00000020500|V
5|103|33200011309|+|01|1|00000001300|V
5|103|36600963247|+|01|5|00000018500|V
5|103|37000394945|+|01|11|00000035200|V
5|103|37000394969|+|01|3|00000008700|V
5|103|37000394976|+|01|5|00000011500|V
5|103|41333001029|+|01|3|00000017100|V
5|103|41333001043|+|01|1|00000005400|V
5|103|41333001098|+|01|1|00000006700|V
5|103|41388284316|+|01|2|00000021800|V
5|103|47400179660|+|01|1|00000014500|V
5|103|67238891190|+|01|2|00000003800|V
5|103|73010214095|+|01|2|00000007000|V
5|103|74300004631|+|01|5|00000015500|V
5|103|79400052919|+|01|1|00000006400|V
5|103|79400052926|+|01|4|00000026800|V
5|103|300055501638|+|01|2|00000036730|V
5|103|300055502338|+|01|2|00000019243|V
5|103|300090017125|+|01|1|00000089021|V
5|103|300090029081|+|01|3|00000087561|V
5|103|300090055356|+|01|1|00000098056|V
5|103|300090090074|+|01|2|00000123556|V
5|103|300090275051|+|01|2|00000052200|V
5|103|300090556365|+|01|3|00000184998|V
5|103|300093331020|+|01|2|00000065960|V
5|103|300093642096|+|01|2|00000014600|V
5|103|300093644045|+|01|1|00000007400|V
5|103|301320010206|+|01|2|00000014000|V
5|103|310119033227|+|01|4|00000024400|V
5|103|310119033340|+|01|2|00000020600|V
5|103|310119034347|+|01|2|00000007600|V
5|103|310119052136|+|01|2|00000009600|V
5|103|310158077046|+|01|1|00000005300|V
5|103|324208353059|+|01|1|00000019900|V
5|103|348246003004|+|01|5|00000013000|V
5|103|354312225010|+|01|2|00000003800|V
5|103|354312225027|+|01|5|00000016000|V
5|103|354312225140|+|01|3|00000004800|V
5|103|354312225164|+|01|2|00000006600|V
5|103|354312425304|+|01|1|00000001700|V
5|103|382903201747|+|01|1|00000004300|V
5|103|382903267804|+|01|1|00000003200|V
5|103|382906709011|+|01|5|00000002000|V
5|103|650240000973|+|01|1|00000031490|V
5|103|650240001864|+|01|1|00000030500|V
5|103|650240001895|+|01|1|00000011450|V
5|103|650240002465|+|01|1|00000013640|V
5|103|650240003950|+|01|19|00000129390|V
5|103|650240003967|+|01|1|00000005240|V
5|103|650240004001|+|01|1|00000007300|V
5|103|650240004216|+|01|1|00000008400|V
5|103|650240004223|+|01|2|00000007400|V
5|103|650240004681|+|01|1|00000007300|V
5|103|650240005398|+|01|1|00000007340|V
5|103|650240005428|+|01|3|00000047970|V
5|103|650240006623|+|01|6|00000025800|V
5|103|650240006852|+|01|7|00000073430|V
5|103|650240007019|+|01|1|00000011500|V
5|103|650240007408|+|01|2|00000009000|V
5|103|650240007651|+|01|8|00000031200|V
5|103|650240007736|+|01|1|00000004500|V
5|103|650240007750|+|01|3|00000011400|V
5|103|650240009518|+|01|6|00000024000|V
5|103|650240009563|+|01|1|00000002000|V
5|103|650240010095|+|01|6|00000012000|V
5|103|650240010132|+|01|3|00000004500|V
5|103|650240010156|+|01|1|00000002000|V
5|103|650240010163|+|01|6|00000012000|V
5|103|650240010460|+|01|1|00000011850|V
5|103|650240010491|+|01|6|00000053940|V
5|103|650240010507|+|01|4|00000029360|V
5|103|650240010538|+|01|80|00000251200|V
5|103|650240010583|+|01|1|00000009000|V
5|103|650240010712|+|01|8|00000039920|V
5|103|650240010736|+|01|1|00000009000|V
5|103|650240010873|+|01|1|00000007900|V
5|103|650240011139|+|01|1|00000026150|V
5|103|650240011153|+|01|1|00000008390|V
5|103|650240011177|+|01|2|00000016780|V
5|103|650240011351|+|01|12|00000071880|V
5|103|650240011429|+|01|3|00000031470|V
5|103|650240011436|+|01|1|00000007990|V
5|103|650240011832|+|01|2|00000018000|V
5|103|650240012525|+|01|7|00000030800|V
5|103|650240012532|+|01|3|00000023580|V
5|103|650240012549|+|01|1|00000007340|V
5|103|650240013805|+|01|7|00000036680|V
5|103|650240013997|+|01|1|00000002100|V
5|103|650240014017|+|01|1|00000002100|V
5|103|650240014444|+|01|1|00000012600|V
5|103|650240014543|+|01|2|00000014000|V
5|103|650240014550|+|01|1|00000007000|V
5|103|650240014611|+|01|2|00000014800|V
5|103|650240015366|+|01|5|00000019950|V
5|103|650240015571|+|01|1|00000003990|V
5|103|650240015786|+|01|1|00000029000|V
5|103|650240017025|+|01|1|00000006000|V
5|103|650240017094|+|01|5|00000018500|V
5|103|650240017100|+|01|4|00000019796|V
5|103|656599010021|+|01|2|00000018800|V
5|103|656599020525|+|01|2|00000020400|V
5|103|656599040103|+|01|2|00000012800|V
5|103|656599040172|+|01|2|00000028000|V
5|103|656599040264|+|01|6|00000023520|V
5|103|656599040493|+|01|1|00000004700|V
5|103|656599040608|+|01|4|00000044400|V
5|103|656599040967|+|01|17|00000680000|V
5|103|656599041186|+|01|1|00000023466|V
5|103|670079000050|+|01|3|00000033600|V
5|103|670079002887|+|01|13|00000243867|V
5|103|714706901003|+|01|2|00000019800|V
5|103|714908100228|+|01|8|00000144000|V
5|103|725742761940|+|01|18|00000262200|V
5|103|729513100471|+|01|2|00000007000|V
5|103|729513100617|+|01|1|00000002700|V
