71||0000000019405||000000||1||0
71||0000000019421||000000||1||0
71||0000000019349||000000||1||0
71||0000000019799||000000||1||0
71||0000000019618||000000||1||0
71||0000000019417||000000||1||0
71||0000000021081||000000||1||0
71||0000000019792||000000||1||0
71||0000000019192||000000||1||0
71||0000000020917||000000||1||0
71||0000000020851||000000||1||0
71||0000000019571||000000||1||0
71||0000000019575||000000||1||0
71||0000000019426||000000||1||0
71||0000000021112||000000||1||0
71||0000000019376||000000||1||0
71||0000000020222||000000||1||0
71||0000000020144||000000||1||0
71||0000000019942||000000||1||0
71||0000000020610||000000||1||0
71||0000000019536||000000||1||0
71||0000000019610||000000||1||0
71||0000000020030||000000||1||0
71||0000000020450||000000||1||0
71||0000000019673||000000||1||0
71||0000000020596||000000||1||0
71||0000000020744||000000||1||0
71||0000000020839||000000||1||0
71||0000000020628||000000||1||0
71||0000000020640||000000||1||0
71||0000000019532||000000||1||0
71||0000000020880||000000||1||0
71||0000000020573||000000||1||0
71||0000000019867||000000||1||0
71||0000000020384||000000||1||0
71||0000000020433||000000||1||0
71||0000000020378||000000||1||0
71||0000000020494||000000||1||0
71||0000000020700||000000||1||0
71||0000000019694||000000||1||0
71||0000000020653||000000||1||0
71||0000000020027||000000||1||0
71||0000000020641||000000||1||0
71||0000000019466||000000||1||0
71||0000000020631||000000||1||0
71||0000000020874||000000||1||0
71||0000000020568||000000||1||0
71||0000000020165||000000||1||0
71||0000000020602||000000||1||0
71||0000000020644||000000||1||0
71||0000000020509||000000||1||0
71||0000000020632||000000||1||0
71||0000000019014||000000||1||0
71||0000000019678||000000||1||0
71||0000000020010||000000||1||0
71||0000000019377||000000||1||0
71||0000000020205||000000||1||0
71||0000000019800||000000||1||0
71||0000000020207||000000||1||0
71||0000000020211||000000||1||0
71||0000000019439||000000||1||0
71||0000000020693||000000||1||0
71||0000000019213||000000||1||0
71||0000000020493||000000||1||0
71||0000000019692||000000||1||0
71||0000000020806||000000||1||0
71||0000000020145||000000||1||0
71||0000000020019||000000||1||0
71||0000000019196||000000||1||0
71||0000000020483||000000||1||0
71||0000000019671||000000||1||0
71||0000000021073||000000||1||0
71||0000000019570||000000||1||0
71||0000000019573||000000||1||0
71||0000000019380||000000||1||0
71||0000000019326||000000||1||0
71||0000000019206||000000||1||0
71||0000000021136||000000||1||0
71||0000000021113||000000||1||0
71||0000000019325||000000||1||0
71||0000000019533||000000||1||0
71||0000000021165||000000||1||0
71||0000000020434||000000||1||0
71||0000000020406||000000||1||0
71||0000000019295||000000||1||0
71||0000000021097||000000||1||0
71||0000000019741||000000||1||0
71||0000000019503||000000||1||0
71||0000000019491||000000||1||0
71||0000000021106||000000||1||0
71||0000000020475||000000||1||0
71||0000000020692||000000||1||0
71||0000000019342||000000||1||0
71||0000000019344||000000||1||0
71||0000000020755||000000||1||0
71||0000000020574||000000||1||0
71||0000000020420||000000||1||0
